labels,created_at,body,number,state_reason,title,state,translation,src_lang,gpt_translation,gpt_src_lang,deepL_translation,deepL_src_lang,aws_translation,aws_src_lang
*english-please,2019-11-22T14:31:31Z,所需的数据太大，无法直接发送。我们已经将其写入剪贴板，请粘贴。,85388,completed,打字莫名卡顿，等几秒才显示,closed,"The requested data is too large to be sent directly. We have written it to the clipboard, please paste it.",zh-CN,"Typing inexplicably lags, takes a few seconds to display. The required data is too large to send directly. We have written it to the clipboard, please paste it.",zh,"Typing inexplicably lags, waiting a few seconds for display The required data is too large to send directly. We have written it to the clipboard, please paste it.",ZH,"Typing stutters inexplicably, waiting a few seconds for the required data to be displayed is too large to be sent directly. We've written it to the clipboard, please paste it.",zh
*english-please,2019-11-21T19:01:22Z,"Nós escrevemos os dados necessários em sua área de transferência porque era muito grande para ser enviado. Por favor, Cole.",85327,completed,"Botão ""Reiniciar (Ctrl + Shift + F5)"" não funciona",closed,We wrote the required data to your clipboard because it was too large to send. Please paste it.,pt,"The ""Restart (Ctrl + Shift + F5)"" button does not work. We have written the necessary data to your clipboard because it was too large to be sent. Please Paste.",pt,"""Restart (Ctrl + Shift + F5)"" button not working We wrote the necessary data on your clipboard because it was too big to send. Please paste.",PT,"“Restart (Ctrl + Shift + F5)” button doesn't work. We wrote the necessary data to your clipboard because it was too big to send. Please, Cole.",pt
*english-please,2019-11-20T09:52:06Z,"Issue Type: <b>Bug</b>

更新就用不了：）显示说ts强制停止5次，想卸载这个插件重新安装还变成内置的了，重新安装vscode，之前安装的很多插件要重新安装配置

",85191,completed,TypeScript and JavaScript Language Features vscode.typescript-language-features,closed,"Issue Type: <b>Bug</b> update, it can&#39;t be used:) It shows that ts has been forced to stop 5 times. I want to uninstall this plug-in and reinstall it, but it becomes built-in. I reinstalled vscode, and many plug-ins installed before need to be reinstalled and configured

",zh-CN,"TypeScript and JavaScript Language Features vscode.typescript-language-features. Issue Type: <b>Bug</b> Can't use after update: ) It shows that ts was forcibly stopped 5 times, wanted to uninstall this plugin and reinstall but it became built-in, reinstalling vscode requires many previously installed plugins to be reinstalled and configured.",zh,"TypeScript and JavaScript Language Features vscode.typescript-language-features Issue Type: <b>Bug</b> update can't be used:) display says ts force stop 5 times, want to uninstall this plugin reinstall also become built-in I tried to uninstall the plugin and reinstalled it, but it became built-in, reinstalled vscode, and had to reinstall and configure a lot of previously installed plugins.",ZH,"<b>TypeScript and JavaScript Language Features vscode.typescript-language-features Issue Type: Bug updates don't work:) It says that ts was forced to stop 5 times. If you want to uninstall this plugin and reinstall it, it will become built-in. Reinstall vscode. Many of the plug-ins that were previously installed will need to be reinstalled and configured</b>",zh
*english-please,2019-11-19T06:28:33Z,在mac上使用时，Code Helper 进程一直占据cpu 99% ，导致电脑发热严重，Code Helper(Renderer) 进程也是超高占用cpu,85091,completed,Code Helper  占用cpu 资源过高,closed,"When using it on a Mac, the Code Helper process always occupies 99% of the CPU, causing the computer to heat up severely. The Code Helper (Renderer) process also occupies a very high CPU",zh-CN,"Code Helper is using too much CPU resources. When used on a Mac, the Code Helper process continuously occupies 99% of the CPU, causing the computer to overheat significantly. The Code Helper (Renderer) process also occupies a very high amount of CPU.",zh,"Code Helper consumes too much cpu resources On mac, the Code Helper process has been occupying 99% of the cpu, causing the computer to heat up badly, and the Code Helper (Renderer) process also consumes a lot of cpu.",ZH,"Code Helper takes up too much CPU resources When used on a Mac, the Code Helper process always occupies 99% of the CPU, causing the computer to heat up severely. The Code Helper (Renderer) process also takes up too much CPU",zh
*english-please,2019-11-18T09:44:08Z,"
Issue Type: <b>Bug</b>

1. 桌面开启了自动隐藏任务栏
2. 点击最大化
3. 再点击最大化无法退出最大化状态

",85020,completed,桌面开启了自动隐藏任务栏之后以及最大化之后点击最大化无法取消最大化,closed,"
Issue Type: <b>Bug</b> 1. The desktop has the automatic hiding of the taskbar enabled 2. Click maximize 3. Click maximize again and the application cannot exit the maximized state

",zh-CN,"After enabling auto-hide for the taskbar on the desktop and maximizing, clicking maximize again does not allow you to exit the maximized state. Issue Type: <b>Bug</b> 1. Enabled auto-hide for the taskbar on the desktop 2. Clicked maximize 3. Clicking maximize again does not exit the maximized state.",zh,"After the desktop is enabled to auto-hide the taskbar, and after maximizing, clicking on maximize will not cancel the maximize Issue Type: <b>Bug</b>1. The desktop is enabled to auto-hide the taskbar, 2. clicking on maximize, 3. clicking on maximize will not exit the maximize state.",ZH,"<b>After the desktop automatically hides the taskbar and after maximizing, you can't unmaximize by clicking Maximize Issue Type: Bug 1.</b> The desktop turned on the auto-hide taskbar 2. Click Maximize 3. Click Maximize again to exit the maximized state",zh
*english-please,2019-11-18T08:26:32Z,"Issue Type: <b>Bug</b>

Rahmenbedingungen:
Unter ""Einzuschließende Dateien"" ist bei mir der Workspacepfad angegeben nach dem Muster ""./prog/lib""
""auszuschließende Dateien"" ist in der Oberfläche leer, in den Einstellungen sind jedoch z.B. ""**/.svn"" angegeben.

Ergebnis:
Die Suche liefert mir lediglich die Ergebnisse aus den in Tabs geöffneten Dateien, welche die Filterkriterien erfüllen.
Wenn ich keine Datei geöffnet habe werden keine Suchergebnisse mit der Fehlermeldung ""Keine Ergebnisse in ""./p",85009,completed,Suchfunktion Exclude-/Includefilterprobelm,closed,"Issue Type: <b>Bug</b> Conditions: Under &quot;Files to include&quot; the workspace path is specified in the pattern &quot;./prog/lib&quot; &quot;Files to exclude&quot; is empty in the interface, but in the settings, for example, &quot;**/.svn&quot; is specified. Result: The search only gives me the results from the files opened in tabs that meet the filter criteria. If I have not opened a file, no search results are returned with the error message &quot;No results in &quot;./p",de,"Search function exclude/include filter problem. Issue Type: <b>Bug</b>Conditions: Under 'Included files', my workspace path is specified following the pattern './prog/lib'. 'Excluded files' is empty on the interface, but in the settings, e.g., '**/.svn' is specified. Result: The search only returns results from files opened in tabs that meet the filter criteria. When I have no file open, no search results are shown with the error message 'No results in './p.",de,"Search function Exclude-/Includefilterprobelm Issue Type: <b>Bug</b>Framework conditions:Under ""Files to include"" the workspace path is specified according to the pattern ""./prog/lib""""Files to exclude"" is empty in the interface but in the settings e.g. ""**/.svn"" is specified.Result:The search only gives me the results from the files opened in tabs that meet the filter criteria.If I have no file open, no search results are returned with the error message ""No results in ""./p",DE,"Search function Exclude/Includefilterprobelm Issue Type: <b>Bug</b> Frameconditions:Under “Files to include”, the workspace path is specified for me according to the pattern”. /prog/lib “"" files to exclude” is empty in the interface but in the settings, for example, “**/.svn” are specified. Result:The search only gives me the results from the files opened in tabs that meet the filter criteria.If I have not opened a file, no search results are shown with the error message “No results in”. /p",de
*english-please,2019-11-14T17:20:32Z,"
Issue Type: <b>Bug</b>

1) Ouvrir VS Code

2) Il y a un smiley dans la barre d'état qui me permet de tweeter. Je n'ai jamais installé d'extension de la sorte. Il n'y a pas d'extension à cet effet. Je ne vois pas pourquoi cette fonctionnalité serait installée par défaut dans une __éditeur__ de __CODE__. Pourquoi _Tweeter_? Peut-on changer de réseau? Peut-on le désinstaller? Peut-on vous demander de le mettre en extention et de mettre des extensions plus utiles par défaut comme un serveur WEB?
Me",84849,completed,Un smiley dans la barre d'état,closed,"
Issue Type: <b>Bug</b> 1) Open VS Code 2) There is a smiley in the status bar that allows me to tweet. I have never installed an extension like that. There is no extension for this purpose. I don&#39;t see why this functionality would be installed by default in a __CODE__ __editor__. Why _Tweet_? Can we change the network? Can we uninstall it? Can we ask you to make it an extension and put more useful extensions by default like a WEB server? Me",fr,A smiley in the status bar. Issue Type: Bug. 1) Open VS Code 2) There is a smiley in the status bar that allows me to tweet. I have never installed such an extension. There is no extension for this purpose. I don't see why this feature would be installed by default in a CODE editor. Why Twitter? Can we switch networks? Can we uninstall it? Can we ask you to make it an extension and include more useful extensions by default like a WEB server?,fr,"A smiley in the status bar Issue Type: <b>Bug</b>1) Open VS Code2) There's a smiley in the status bar that allows me to tweet. I've never installed such an extension. There is no extension for this. I don't see why this feature should be installed by default in a __CODE__ editor. Why _Tweeter_? Can I change my network? Can I uninstall it? Can I ask you to make it an extension and install more useful extensions by default, such as a WEB server?",FR,A smiley in the status bar Issue Type: <b>Bug</b> 1) Open VS Code2) There is a smiley in the status bar that allows me to tweet. I have never installed extensions like this. There is no extension for this purpose. I don't see why this feature would be installed by default in a __CODE__ __editor__. Why _Tweet_? Can we change the network? Can it be uninstalled? Can we ask you to extend it and to put extensions that are more useful by default such as a WEB server? Me,fr
*english-please,2019-11-11T07:03:50Z,"<!-- Please search existing issues to avoid creating duplicates. -->
<!-- Also please test using the latest insiders build to make sure your issue has not already been fixed: https://code.visualstudio.com/insiders/ -->

<!-- Use Help > Report Issue to prefill these. -->
- VSCode Version:1.40.0 (user setup)
- OS Version:Windows_NT x64 10.0.18362(win 10 专业版)

Steps to Reproduce:

1.根据 https://docs.microsoft.com/en-us/visualstudio/online/how-to/vscode#self-hosted 配置自宿主
2.
![image](https://user-imag",84458,completed,self-hosted 不能在浏览器中打开链接,closed,<!-- Please search existing issues to avoid creating duplicates. --><!-- Also please test using the latest insiders build to make sure your issue has not already been fixed: https://code.visualstudio.com/insiders/ --><!-- Use Help > Report Issue to prefill these. --> - VSCode Version:1.40.0 (user setup) - OS Version:Windows_NT x64 10.0.18362(win 10 professional edition) Steps to Reproduce: 1. Configure self-hosting according to https://docs.microsoft.com/en-us/visualstudio/online/how-to/vscode#self-hosted 2. ![image](https://user-imag,zh-CN,Self-hosted cannot open links in the browser. <!-- Please search existing issues to avoid creating duplicates. --><!-- Also please test using the latest insiders build to make sure your issue has not already been fixed: https://code.visualstudio.com/insiders/ --><!-- Use Help > Report Issue to prefill these. -->- VSCode Version: 1.40.0 (user setup)- OS Version: Windows_NT x64 10.0.18362 (Windows 10 Pro) Steps to Reproduce: 1. Configure self-hosting according to https://docs.microsoft.com/en-us/visualstudio/online/how-to/vscode#self-hosted 2. ![image](https://user-imag.,zh,self-hosted 不能在浏览器中打开链接 <!-- Please search existing issues to avoid creating duplicates. --><!-- Also please test using the latest insiders build to make sure your issue has not already been fixed: https://code.visualstudio.com/insiders/ --><!-- Use Help > Report Issue to prefill these. -->- VSCode Version:1.40.0 (user setup)- OS Version:Windows_NT x64 10.0.18362(win 10 专业版)Steps to Reproduce:1.根据 https://docs.microsoft.com/en-us/visualstudio/online/how-to/vscode#self-hosted 配置自宿主2.![image](https://user-imag,EN,self-hosted 不能在浏览器中打开链接 <!-- Please search existing issues to avoid creating duplicates. --><!-- Also please test using the latest insiders build to make sure your issue has not already been fixed: https://code.visualstudio.com/insiders/ --><!-- Use Help > Report Issue to prefill these. -->- VSCode Version:1.40.0 (user setup)- OS Version:Windows_NT x64 10.0.18362(win 10 专业版)Steps to Reproduce:1.根据 https://docs.microsoft.com/en-us/visualstudio/online/how-to/vscode#self-hosted 配置自宿主2.![image](https://user-imag,en
*english-please,2019-11-11T05:58:26Z,所需的数据太大，无法直接发送。我们已经将其写入剪贴板，请粘贴。,84454,completed,终端显示空白，不能输入。,closed,"The requested data is too large to be sent directly. We have written it to the clipboard, please paste it.",zh-CN,"The terminal screen is blank and cannot be entered. The required data is too large to be sent directly. We have written it to the clipboard, please paste it.",zh,"The terminal display is blank and cannot be entered. The required data is too large to send directly. We have written it to the clipboard, please paste it.",ZH,"The terminal is blank and cannot be entered. The required data is too large to be sent directly. We've written it to the clipboard, please paste it.",zh
*english-please,2019-11-11T04:58:59Z,"already get the right path about Cmake but it still not working
[main] 无法确定要使用的 CMake 生成器。请安装或配置首选生成器，或更新 settings.json、工具包配置或路径变量。 Error: 找不到任何可用的生成器。
[main] 无法确定要使用的 CMake 生成器。请安装或配置首选生成器，或更新 settings.json、工具包配置或路径变量。 Error: 找不到任何可用的生成器。
",84450,completed,Vscode ,closed,"already get the right path about Cmake but it still not working [main] Unable to determine which CMake generator to use. Please install or configure a preferred generator, or update settings.json, toolkit configuration, or path variables. Error: No available generators were found. [main] Unable to determine which CMake generator to use. Please install or configure a preferred generator, or update settings.json, toolkit configuration, or path variables. Error: No available generators were found.
",zh-CN,"Vscode already gets the correct path for Cmake but it still doesn't work [main] Unable to determine which CMake generator to use. Please install or configure a preferred generator, or update the settings.json, toolkit configuration, or path variables. Error: No available generators found. [main] Unable to determine which CMake generator to use. Please install or configure a preferred generator, or update the settings.json, toolkit configuration, or path variables. Error: No available generators found.",zh,"Vscode already get the right path about Cmake but it still not working[main] Could not determine which CMake generator to use. Please install or configure the preferred generator, or update settings.json, the toolkit configuration, or the path variable. Error: Cannot find any available generators. [main] Could not determine which CMake generator to use. Please install or configure the preferred generator, or update settings.json, the toolkit configuration or path variables. Error: Could not find any available generators.",ZH,"Vscode already got the right path about Cmake but it still not working [main] couldn't decide which CMake generator to use. Please install or configure your preferred generator, or update settings.json, toolkit configuration, or path variables. Error: Could not find any available generators. [main] Unable to determine which CMake generator to use. Please install or configure your preferred generator, or update settings.json, toolkit configuration, or path variables. Error: Could not find any available generators.",zh
*english-please,2019-11-11T03:23:30Z,"所需的数据太大，无法直接发送。我们已经将其写入剪贴板，请粘贴。
Issue Type: <b>Bug</b>

编辑器过一段时间就会出现格式或无效和eslint无效

",84444,completed,编辑器过一段时间就会出现格式或无效和eslint无效,closed,"The required data is too large to be sent directly. We have written it to the clipboard, please paste it. Issue Type: <b>Bug</b> Editor will appear format or invalid and eslint invalid after a while

",zh-CN,"The editor will periodically show formatting or invalid issues and eslint becomes invalid. The required data is too large to send directly. We have written it to the clipboard, please paste it. Issue Type: <b>Bug</b> The editor will periodically show formatting or invalid issues and eslint becomes invalid. JSON response in the following format:",zh,"Editor format or invalid and eslint invalid after a while The required data is too large to send directly. We have written it to the clipboard, please paste it.Issue Type: <b>Bug</b>Editor formatting or invalid and eslint invalid after a while",ZH,"After a while, the editor will either be in an invalid format or the data required for eslint to be invalid is too large to send directly. We've written it to the clipboard, please paste it. Issue Type: The <b>bug</b> editor appears formatted or invalid and eslint invalid after a while",zh
*english-please,2019-11-11T02:05:26Z,"Issue Type: <b>Bug</b>

打开500多MB的二进制文件，vscode会崩溃

",84441,completed,打开500多MB的二进制文件，vscode会崩溃,closed,"Issue Type: <b>Bug</b> Opening a binary file of more than 500MB will cause vscode to crash

",zh-CN,Opening a binary file larger than 500 MB causes VSCode to crash. Issue Type: Bug Opening a binary file larger than 500 MB causes VSCode to crash.,zh,vscode crashes when opening 500+MB binary files Issue Type: <b>Bug</b> vscode crashes when opening 500+MB binary files,ZH,"<b>If you open a binary file of more than 500 MB, vscode will crash Issue Type: Bug If you open a binary file of more than 500 MB, vscode will crash</b>",zh
*english-please,2019-11-10T10:48:42Z,"Issue Type: <b>Bug</b>

前提
ctrl+@でGit Bashが開くように設定

0. ctrl+@でGit Bashを開く
1. git initします
2. git addします
3. git commit -m ""日本語""と入力します
4. git commit --amendでエディタを開きます
5. 「日本語」という文字を「フリーズ」と入力し直します

日本語入力した段階ですべての操作が受け付けなくなります。

",84412,completed,GitBashのコミットメッセージで日本語入力時にフリーズ,closed,"Issue Type: <b>BugPrerequisitesSet</b> up Git Bash to open with ctrl+@0. Open Git Bash with ctrl+@1. Run git init2. Run git add3. Enter git commit -m &quot;Japanese&quot;4. Open the editor with git commit --amend5. Re-enter the word &quot;Japanese&quot; as &quot;freeze&quot;Once you have entered Japanese, all operations will no longer be accepted.

",ja,"Git Bash freezes when entering Japanese in the commit message. Issue Type: <b>Bug</b> Prerequisite: Set Git Bash to open with ctrl+@ 0. Open Git Bash with ctrl+@ 1. Run git init 2. Run git add 3. Enter git commit -m ""日本語"" 4. Open the editor with git commit --amend 5. Replace the word ""日本語"" with ""フリーズ"" All operations will stop being accepted at the stage where Japanese is input.",ja,"GitBash commit message freezes when typing Japanese Issue Type: <b>Bug</b>Premise ctrl+@ to open Git Bash 0. ctrl+@ to open Git Bash 1. git init 2. git add 3. git commit -m "" Type ""Japanese"" 4. git commit --amend to open the editor 5. retype ""freeze"" for ""Japanese"" All operations will not be accepted once you have typed in Japanese.",JA,Freezes when entering Japanese in GitBash commit messages Issue Type: <b>Bug</b> assumptions Ctrl+ @でGit Set to open Bash 0. Open ctrl+ @でGit Bash 1. Git init 2. Git add 3. Enter git -m “Japanese” 4. Open the editor with git commit --amend 5. Reenter the character “Japanese” as “freeze”. All operations will not be accepted when Japanese is entered.,ja
*english-please,2019-11-10T04:34:23Z,"Issue Type: <b>Feature Request</b>

现在开发人员都使用多个监视器，终端无法浮动，不方便

",84405,completed,建议vscoder改进功能,closed,"Issue Type: <b>Feature Request</b> Nowadays, developers use multiple monitors, and the terminal cannot float, which is inconvenient.

",zh-CN,"Suggestion to improve functionality in VS Code. Issue Type: Feature Request. Developers now use multiple monitors, and the terminal cannot float, which is inconvenient.",zh,"Suggested improvements to vscoder Issue Type: <b>Feature Request</b> Nowadays, developers use multiple monitors, and the endpoints can't be floated, which is inconvenient.",ZH,"Suggest vscoder improvements Issue Type: <b>Feature Request</b> Now developers use multiple monitors, and the terminal cannot float, which is inconvenient",zh
*english-please,2019-11-09T11:19:59Z,"Issue Type: <b>Bug</b>

快捷键alt+b

",84366,completed,快捷键无法使用,closed,"Issue Type: <b>Bug</b> shortcut alt+b

",zh-CN,Shortcut keys are not working. Issue Type: <b>Bug</b> Shortcut key alt+b.,zh,Shortcut key not working Issue Type: <b>Bug</b> shortcut key alt+b,ZH,<b>Shortcut key not working Issue Type: Bug shortcut alt+b</b>,ja
*english-please,2019-11-08T09:10:39Z,"
Issue Type: <b>Bug</b>

窗口弹窗出现错误。   重新打开，关闭

",84230,completed,黑屏（black screen）,closed,"
Issue Type: <b>Bug</b> The pop-up window has an error. Reopen, close

",zh-CN,"Black screen. Issue Type: Bug. A window popup error occurred. Reopen, close.",zh,"Black screen Issue Type: <b>Bug</b> An error occurred in the window popup.   Reopen, close",ZH,"Black screen (black screen) Issue Type: <b>Bug</b> window popup error occurred. Reopen, close",zh
*english-please,2019-11-08T01:53:00Z,"Issue Type: <b>Bug</b>

我打开了alios的串口，然后再打开状态，拔掉串口，然后串口一直连不上，重启vscode后下载的工具栏就没有了

Extension version: 0.12.0
",84183,completed,下载栏没有了，而且无法加载alios-studio,closed,"Issue Type: <b>Bug</b> I opened the serial port of alios, then opened the status, unplugged the serial port, and then the serial port could not be connected. After restarting vscode, the downloaded toolbar was gone. Extension version: 0.12.0
",zh-CN,"The download bar is gone and alios-studio cannot be loaded. Issue Type: Bug. I opened alios's serial port, then opened the status, unplugged the serial port, and the serial port could not be connected again. After restarting vscode, the download toolbar is gone. Extension version: 0.12.0.",zh,"The download bar is gone and it won't load alios-studio Issue Type: <b>Bug</b> I turned on the serial port of alios, then turned on the status again, unplugged the serial port, then the serial port never connected, restarted vscode and the download toolbar is gone Extension version: 0.12.0",ZH,"The download bar is gone, and alios-studio Issue Type: <b>Bug</b> I opened the Alios serial port, then turned it on, unplugged the serial port, and then the serial port never connected. After restarting VSCode, the download toolbar didn't have an extension version: 0.12.0",zh
*english-please,2019-11-08T01:46:24Z,所需的数据太大，无法直接发送。我们已经将其写入剪贴板，请粘贴。,84182,completed,文件更新保存后，左侧git源代码不能更新改动的文件,closed,"The requested data is too large to be sent directly. We have written it to the clipboard, please paste it.",zh-CN,"After the file is updated and saved, the Git source code on the left cannot update the modified files. The required data is too large to send directly. We have already written it to the clipboard, please paste it.",zh,"After file update is saved, the git source code on the left side does not update the changed file The required data is too large to send directly. We have written it to the clipboard, please paste it.",ZH,"After the file is updated and saved, the git source code on the left cannot update the data required to update the changed file is too large to be sent directly. We've written it to the clipboard, please paste it.",zh
*english-please,2019-11-07T09:31:45Z,"
Issue Type: <b>Bug</b>

WARN 在 1750ms 后终止了 onWillSaveTextDocument 事件

没有代码提示，不能使用 Tab 键

",84116,completed,WARN 在 1750ms 后终止了 onWillSaveTextDocument 事件,closed,"
Issue Type: <b>Bug</b> WARN The onWillSaveTextDocument event is terminated after 1750ms. There is no code hint and the Tab key cannot be used.

",zh-CN,"WARN terminated the onWillSaveTextDocument event after 1750ms. Issue Type: <b>Bug</b> WARN terminated the onWillSaveTextDocument event after 1750ms with no code suggestions, cannot use Tab key.",zh,"WARN terminated the onWillSaveTextDocument event after 1750ms Issue Type: <b>Bug</b>WARN terminated the onWillSaveTextDocument event after 1750ms No code hints, can't use Tab key.",ZH,"WARN terminated onWillSaveTextDocument event after 1750ms Issue Type: <b>Bug</b> WARN terminated onWillSaveTextDocument event after 1750ms No code hint, can't use Tab",zh
*english-please,2019-11-06T08:44:20Z,"
Issue Type: <b>Bug</b>

vscode js文件里定义了函数，使用 f12 显示 未找到任何定义？

",84036,completed,引入 js文件里的函数，但是却 显示 未找到任何定义,closed,"
Issue Type: <b>Bug</b> The function is defined in the vscode js file, and using f12 shows that no definition is found?

",zh-CN,"Importing a function from a JS file, but it shows no definition found. Issue Type: <b>Bug</b> Vscode defined a function in a JS file, using F12 shows no definition found?",zh,"Introducing a function in a js file, but it says no definition found Issue Type: <b>Bug</b>vscode function defined in a js file, using f12 says no definition found?",ZH,"<b>The function in the js file was introduced, but it shows that no definition was found Issue Type: Bug vscode The function is defined in the js file, use f12 to show that no definition was found?</b>",zh
*english-please,2019-11-06T02:19:18Z,"<!-- Please search existing issues to avoid creating duplicates. -->
<!-- Also please test using the latest insiders build to make sure your issue has not already been fixed: https://code.visualstudio.com/insiders/ -->

<!-- Use Help > Report Issue to prefill these. -->
- VSCode Version:
- OS Version:

Steps to Reproduce:

1.开发flutter没有语法提示，只能一个个字母敲(有安装flutter和Dart插件，也有重启编辑器)
2.

<!-- Launch with `code --disable-extensions` to check. -->
Does this issue occur when all extensions are disabled?: Y",84020,completed,没有flutter语法提示,closed,"<!-- Please search existing issues to avoid creating duplicates. --><!-- Also please test using the latest insiders build to make sure your issue has not already been fixed: https://code.visualstudio.com/insiders/ --><!-- Use Help > Report Issue to prefill these. --> - VSCode Version: - OS Version: Steps to Reproduce: 1. There is no syntax prompt when developing flutter, you can only type letters one by one (install flutter and Dart plug-ins, and restart the editor) 2.<!-- Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Y",zh-CN,"No Flutter syntax suggestions. <!-- Please search existing issues to avoid creating duplicates. --><!-- Also please test using the latest insiders build to make sure your issue has not already been fixed: https://code.visualstudio.com/insiders/ --><!-- Use Help > Report Issue to prefill these. --> - VSCode Version: - OS Version: Steps to Reproduce: 1. No syntax suggestions when developing with Flutter, can only type one letter at a time (Flutter and Dart plugins are installed, and the editor has been restarted). 2. <!-- Launch with `code --disable-extensions` to check. --> Does this issue occur when all extensions are disabled?: Y.",zh,没有flutter语法提示 <!-- Please search existing issues to avoid creating duplicates. --><!-- Also please test using the latest insiders build to make sure your issue has not already been fixed: https://code.visualstudio.com/insiders/ --><!-- Use Help > Report Issue to prefill these. -->- VSCode Version:- OS Version:Steps to Reproduce:1.开发flutter没有语法提示，只能一个个字母敲(有安装flutter和Dart插件，也有重启编辑器)2.<!-- Launch with `code --disable-extensions` to check. -->Does this issue occur when all extensions are disabled?: Y,EN,没有flutter语法提示 <!-- Please search existing issues to avoid creating duplicates. --><!-- Also please test using the latest insiders build to make sure your issue has not already been fixed: https://code.visualstudio.com/insiders/ --><!-- Use Help > Report Issue to prefill these. -->- VSCode Version:- OS Version:Steps to Reproduce:1.开发flutter没有语法提示，只能一个个字母敲(有安装flutter和Dart插件，也有重启编辑器)2.<!-- Launch with `code --disable-extensions` to check. -->Does this issue occur when all extensions are disabled?: Y,en
*english-please,2019-11-05T22:09:53Z,"Issue Type: <b>Bug</b>

Bonjour, impossible d'activé mes extension recommandé ou autres tel que Live Server, Beautify, PHP...
Sur windows7 

",84013,completed,Impossible d'activé mes extension,closed,"Issue Type: <b>Bug</b> Hello, impossible to activate my recommended extensions or others such as Live Server, Beautify, PHP... On Windows7 

",fr,"Unable to activate my extensions. Issue Type: <b>Bug</b> Hello, unable to activate my recommended extensions or others such as Live Server, Beautify, PHP... On Windows 7.",fr,Impossible to activate my extension Issue Type: <b>Bug</b>Hello impossible to activate my recommended extension or others such as Live Server Beautify PHP...On windows7,FR,Unable to activate my extensions Issue Type: <b>Bug</b> Hello impossible to activate my recommended extensions or others such as Live Server Beautify PHP... On windows7 ,fr
*english-please,2019-11-01T01:39:15Z,"
Issue Type: <b>Bug</b>

设置第三方字体时失效，只能设置系统自带字体

",83806,completed,设置字体失效,closed,"
Issue Type: <b>Bug:</b> Setting third-party fonts fails, only system-provided fonts can be set

",zh-CN,"Font settings are invalid. Issue Type: <b>Bug</b> When setting third-party fonts, it fails, and only system default fonts can be set.",zh,"Setting fonts doesn't work Issue Type: <b>Bug</b> Setting third-party fonts doesn't work, you can only set the system's own fonts.",ZH,"Font settings don't work Issue Type: <b>Bug</b> When setting a third-party font, you can only set the system's own font",zh
*english-please,2019-10-31T11:19:37Z,"Issue Type: <b>Feature Request</b>

提交反馈,验证规则没采用trim()去除两端字符串,我只敲空格也可以提交

",83747,completed,反馈问题提交,closed,"Issue Type: <b>Feature Request</b> Submit feedback. The validation rule does not use trim() to remove the string at both ends. I can submit it by just typing spaces.

",zh-CN,Submit feedback issue. Issue Type: <b>Feature Request</b> Submit feedback Validation rules do not use trim() to remove leading and trailing spaces. I can submit with just spaces.,zh,Feedback Issue Type: <b>Feature Request</b> Submit Feedback The validation rule doesn't use trim() to remove both ends of the string I can submit it by just hitting a space.,ZH,"Submit feedback Issue Type: <b>Feature Request</b> The feedback verification rules don't use trim () to remove strings at both ends, I can just hit a space and submit",zh
*english-please,2019-10-29T05:58:35Z,"## 🚀 Feature Proposal

如题，可以增加一个一键取消语法高亮和自动补全的功能吗？谢谢。

As title, can you add a one-click cancel syntax highlighting and auto-completion feature? Thank you.",83499,completed,增加一键取消语法高亮和自动补全,closed,"## 🚀 Feature Proposal As title, can you add a one-click cancel syntax highlighting and auto-completion feature? Thank you.",zh-CN,"Add a one-click cancel syntax highlighting and auto-completion feature. ## 🚀 Feature Proposal As the title suggests, can you add a one-click cancel syntax highlighting and auto-completion feature? Thank you.",zh,Add a one-click cancel syntax highlighting and auto-completion ## 🚀 Feature ProposalAs title can you add a one-click cancel syntax highlighting and auto-completion feature? As title can you add a one-click cancel syntax highlighting and auto-completion feature? thank you.,ZH,增加一键取消语法高亮和自动补全 ## 🚀 Feature Proposal如题，可以增加一个一键取消语法高亮和自动补全的功能吗？谢谢。As title can you add a one-click cancel syntax highlighting and auto-completion feature? Thank you.,en
*english-please,2019-10-29T03:36:43Z,"
Issue Type: <b>Feature Request</b>

Search: Exclude not work
![TIM图片20191029113117](https://user-images.githubusercontent.com/24841397/67735819-4c82c400-fa40-11e9-82fb-a76d5293a5d1.png)

",83494,completed,搜索不能按配置排除设置的目录,closed,"
Issue Type: <b>Feature Request</b>

Search: Exclude not work
![TIM图片20191029113117](https://user-images.githubusercontent.com/24841397/67735819-4c82c400-fa40-11e9-82fb-a76d5293a5d1.png)

",en,The search cannot exclude directories according to the configuration. Issue Type: Feature Request. Search: Exclude not working!,zh,搜索不能按配置排除设置的目录 Issue Type: <b>Feature Request</b>Search: Exclude not work![TIM图片20191029113117](https://user-images.githubusercontent.com/24841397/67735819-4c82c400-fa40-11e9-82fb-a76d5293a5d1.png),EN,搜索不能按配置排除设置的目录 Issue Type: <b>Feature Request</b>Search: Exclude not work![TIM图片20191029113117](https://user-images.githubusercontent.com/24841397/67735819-4c82c400-fa40-11e9-82fb-a76d5293a5d1.png),en
