Summary,Issue id,Status,Priority,Resolution,Created,Resolved,Description
www.lufthansa.com - Design is broken. No login pop up screen. Top bar stays on screen when scrolling down. All forms are not loaded. Many grey bars on screen. Your opinion button is missing. Many texts with overlapping pictures.,1922008,UNCONFIRMED,--,,2024-10-01 16:01:46+00:00,2025-01-08 21:53:36+00:00,"Steps to reproduce:

https://www.lufthansa.com/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Design is broken. No login pop up screen. Top bar stays on screen when scrolling down. All forms are not loaded. Many grey bars on screen. Your opinion button at the right side of the screen is missing. Many texts with overlapping pictures. No spaces between bottom text and pictures.


Expected results:

Normal and complete loading of the internetsite.

Tested with Firefox."
www.transavia.com - Design is broken. Topbar is not loaded correctly. Menu does not work. No spaces between pictures. Pictures are full screen and misaligned.,1922013,UNCONFIRMED,--,,2024-10-01 16:15:05+00:00,2025-01-08 21:53:47+00:00,"Steps to reproduce:

https://www.transavia.com/
https://www.transavia.com/home/nl-nl

First, choose a language.

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Design is broken. Topbar is not loaded correctly. Menu does not work. No spaces between pictures. Pictures are full screen and misaligned.


Expected results:

Complete and normal loading of the internetsite.

Tested with Firefox."
www.ryanair.com - Unable to login. Login / Aanmelden button does not work. Autoverhuur and Hotel buttons are not highlighted when placing the mouse on the buttons. Overlapping pictures.,1922328,UNCONFIRMED,--,,2024-10-02 16:07:36+00:00,2025-01-08 21:54:07+00:00,"Steps to reproduce:

https://www.ryanair.com/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Unable to login. Login / Aanmelden button does not work. Autoverhuur and Hotel buttons are not highlighted when placing the mouse on the buttons. Overlapping pictures.


Expected results:

Normal and complete loading of the internetsite.

Tested with Firefox."
www.volkskrant.nl - No pup up screen. Unnecessary horizontal scrollbar. Many flashing grey bars.,1922334,UNCONFIRMED,--,,2024-10-02 16:22:35+00:00,2025-01-08 21:54:19+00:00,"Steps to reproduce:

https://www.volkskrant.nl/economie/hoe-zit-het-met-de-btw-bij-tweedehands-spullen~bfe64d4a/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Unnecessary horizontal scrollbar. Many flashing grey bars.


Expected results:

No horizontal scrollbar. No flashing grey bars. Display all text.

Tested with Firefox."
"www.atrservice.com - Design is broken. Menu does not work. Pictures are much too large. Many missing texts and other items. The page width is not correct in SeaMonkey, Firefox and Edge.",1922685,UNCONFIRMED,--,,2024-10-03 21:43:38+00:00,2025-01-08 21:54:30+00:00,"Steps to reproduce:

https://www.atrservice.com/
https://www.atrservice.com/about-our-calibration-tape

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

https://www.atrservice.com/
Design is broken. Menu does not work. Pictures are much too large. Many missing texts and other items.
The page width is not correct in SeaMonkey, Firefox and Edge.

https://www.atrservice.com/about-our-calibration-tape
Design is broken. Wrong text and background colors.
The page width is not correct in SeaMonkey, Firefox and Edge.


Expected results:

Normal and complete loading of the internetsite.

Tested with Firefox and Edge."
Problem with SeaMonkey 2.539,1922991,UNCONFIRMED,--,,2024-10-07 05:11:33+00:00,2024-10-07 16:28:30+00:00,"Problem with SeaMonkey version 2.5319. I installed Seamonkey version 2.539, and launched it and went to my inbox, to set up my gmail account, and I received a message telling me, that my password was not accepted, and my pop3 server, failed to connect. Here are the steps, I took, to reproduce this problem, I rebooted my PC, I am running windows11, the 64bit version, and after I rebooted my machine, I still, encountered, the same problem."
Sometimes tag data from an IRC server doesn't contain a pair,1923211,RESOLVED,--,FIXED,2024-10-07 21:32:32+00:00,2025-01-26 18:44:31+00:00,"Usually tag data from an irc server contains semi-colon separated tags in key=value pairs but sometimes a tag just contains a key and no value, so decodeTagData needs to deal with that circumstance"
Fix call to updateUsers in network onAway,1923213,RESOLVED,--,FIXED,2024-10-07 21:41:27+00:00,2025-01-26 18:45:16+00:00,"All other callers to updateUsers pass an array of objects but for Network onAway it just passes a key.
This should be fixed to be the same as all other callers."
www.aawireless.io - Design is broken. Many missing items.,1923226,UNCONFIRMED,--,,2024-10-07 22:42:25+00:00,2025-01-08 21:55:08+00:00,"Steps to reproduce:

https://www.aawireless.io/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Blank page.


Expected results:

Normal loading of the internetsite.

Tested with Firefox."
Installed SeaMonkey v2.53.18.2's software updater doesn't see v2.53.19 in my Intel 2012 MBP's macOS Mojave v10.14.6.,1923423,RESOLVED,--,FIXED,2024-10-08 17:20:27+00:00,2024-12-27 15:58:34+00:00,"User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0

Steps to reproduce:

Ran my old installed SeaMonkey v2.53.18.2 (User agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:91.0) Gecko/20100101 Firefox/91.0 SeaMonkey/2.53.18.2)'s internal software updater in an old 13"" 2012 Intel MBP's updated macOS Mojave v10.14.6.


Actual results:

Either result will occur: 
1. ""No Updates Found -- There are no updates available. SeaMonkey will check periodically for updates.""
2. ""Update Failed -- There were problems checking for, downloading, or installing this update. SeaMonkey could not be updated because: Connection timed out. You can update SeaMonkey manually by visiting this link and downloading the latest version: https://www.seamonkey-project.org/"". See attached screen shot/capture file.


Expected results:

SM should find the newer version for me to download and install/update with its internal software updater."
my.dhlecommerce.nl/home/dashboard - Blank page. The page was working in SeaMonkey 2.53.18.2,1923449,UNCONFIRMED,--,,2024-10-08 19:04:53+00:00,2025-01-08 22:09:27+00:00,"Steps to reproduce:

https://my.dhlecommerce.nl/home/dashboard
https://my.dhlecommerce.nl/pwa
https://my.dhlparcel.nl/home/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Blank page. The page was working in SeaMonkey 2.53.18.2.


Expected results:

No blank page.

Tested with Firefox."
www.dhl.de - No track shipment search form. Track and trace search does not work.,1923460,UNCONFIRMED,--,,2024-10-08 19:22:01+00:00,2025-01-08 22:09:37+00:00,"Steps to reproduce:

https://www.dhl.de/en/privatkunden/pakete-empfangen/verfolgen.html
Try CU227343605DE.

https://www.dhl.de/en/privatkunden/pakete-empfangen/verfolgen.html?piececode=CU227343605DE

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

No track shipment search form. Track and trace search does not work.


Expected results:

Loading of the track shipment form and search results of the track and trace code.

Tested with Firefox."
transaction.accepteasy.com - Black page. iDeal payment. The page was working in SeaMonkey 2.53.18.2.,1924326,UNCONFIRMED,--,,2024-10-12 19:45:57+00:00,2025-01-08 22:09:47+00:00,"Steps to reproduce:

https://transaction.accepteasy.com/
https://transaction.accepteasy.com/nl-NL/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Black page. The page was working in SeaMonkey 2.53.18.2.


Expected results:

No black page. Normal loading of the internetsite.

Tested with Firefox."
www.ah.nl - Access Denied. Design is broken. Many missing items.,1924369,UNCONFIRMED,--,,2024-10-13 14:41:52+00:00,2025-01-08 22:11:10+00:00,"Steps to reproduce:

https://www.ah.nl/producten/product/wi1016/delicata-reep-melk-chocolade
https://www.ah.nl/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Design is broken. Many flashing grey blocks and bars. Many missing items.


Expected results:

Normal and complete loading of the internetsite.

Tested with Firefox."
nl.farnell.com - Text in the search pull down menu is incomplete and has 2 arrows down. No space between the lines. Horizontal scrollbar is missing. Many items are misaligned.,1924370,UNCONFIRMED,--,,2024-10-13 15:15:31+00:00,2025-01-08 22:12:10+00:00,"Steps to reproduce:

https://nl.farnell.com/c/passive-components/capacitors/aluminium-electrolytic-capacitors/leaded-aluminium-electrolytic-capacitors

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Text in the search pull down menu is incomplete and has 2 arrows down. No space between the lines.

After scrolling down to almost the bottom:
Horizontal scrollbar is missing.
Many items are misaligned.
Missing button.

Scroll to the top.

After clicking at example Panasonic:
Pop up screen is outside the screen. Scroll with the middle mouse button to the right and there is the pop up screen.


Expected results:

Complete text in the search pull down menu and 1 arrow down. Space between the lines. A horizontal scrollbar.

Tested with Firefox."
"www.funda.nl - Grey blocks in the topbar. When clicking at the pictures, there comes an almost blank screen and the pictures are not loaded. Missing items. Lees meer button does not work. Unsharp pictures in bottom. Map is not loaded. Many missing items.",1924374,UNCONFIRMED,--,,2024-10-13 15:54:07+00:00,2025-01-08 22:12:29+00:00,"Steps to reproduce:

https://www.funda.nl/detail/koop/enschede/huis-sint-janstraat-35/43758386/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Grey blocks in the topbar. When clicking at the pictures, there comes an almost blank screen and the pictures are not loaded. Missing items. ""Lees meer"" button does not work. Unsharp pictures in the mid/bottom. Map is not loaded. Many missing items.


Expected results:

Normal and complete loading of the internetsite.

Tested with Firefox."
www.parcelparcel.com - Calculator is missing. Chatbox is missing.,1924378,UNCONFIRMED,--,,2024-10-13 16:16:47+00:00,2025-01-08 22:12:41+00:00,"Steps to reproduce:

https://www.parcelparcel.com/nl_NL/invoerrechten-engeland/

Scroll down.

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Calculator is missing. Chatbox is missing.


Expected results:

Loading the calculator and chatbox.

Tested with Firefox."
www.funda.nl - Design is broken. Grey blocks in the topbar. Many missing pictures and other things. No space between many pictures.,1924390,UNCONFIRMED,--,,2024-10-13 19:23:37+00:00,2025-01-08 22:12:53+00:00,"Steps to reproduce:

https://www.funda.nl/

Scroll down over the whole page and see.

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Design is broken. Grey blocks in the topbar. Many missing pictures and other things. No space between many pictures.


Expected results:

Normal and complete loading of the internetsite.

Tested with Firefox."
www.funda.nl - ING calculator is not loaded,1924391,UNCONFIRMED,--,,2024-10-13 19:32:21+00:00,2025-01-08 22:13:04+00:00,"Steps to reproduce:

https://www.funda.nl/hypotheek/maandlasten/ing/?id=43758386

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

ING calculator is not loaded.

Also the complete site of the ING bank has: blank page, unable to login, many missing items and the design is broken.
https://www.ing.nl/
https://www.ing.nl/particulier
https://www.ing.nl/zakelijk
https://mijn.ing.nl/login/
https://mijnzakelijk.ing.nl/login/


Expected results:

Loading the ING calculator.

Tested with Firefox."
www.google.com - www.google.nl - Design is broken. Many missing items in the topbar. Vertical scrollbar in the menu is missing. Scroll down in the menu is not possible.,1924392,UNCONFIRMED,--,,2024-10-13 19:42:34+00:00,2025-01-08 22:13:20+00:00,"Steps to reproduce:

https://www.google.com/
https://www.google.nl/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Design is broken. Many missing items in the topbar. Vertical scrollbar in the menu is missing. Scroll down in the menu is not possible.


Expected results:

Normal and complete loading of the internetsite.

Tested with Firefox."
www.google.com - Login - Design is broken,1924393,UNCONFIRMED,--,,2024-10-13 19:52:10+00:00,2025-01-08 22:13:31+00:00,"Steps to reproduce:

https://www.google.com/
Click at Login / Inloggen.

https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fwww.google.com%2F&ec=GAZAAQ&hl=nl&ifkv=ARpgrqec1Q4Kt1XR9GpWMx-CoJ14hoTD99LF6GBviTXFGflvTCqOftWZaL28qhzw-LUVRkrEuaaw&passive=true&flowName=WebLiteSignIn&flowEntry=ServiceLogin&dsh=S1730418722%3A1728848487248694

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Design is broken. No graphical page.


Expected results:

A graphical page.

Tested with Edge and Firefox."
www.motorola.nl - Interactive 3D picture is not loaded. No spaces between the pictures. High processor load. Slow loading of the internetsite.,1924395,UNCONFIRMED,--,,2024-10-13 20:28:36+00:00,2025-01-08 22:13:41+00:00,"Steps to reproduce:

https://www.motorola.nl/smartphones-moto-g-85-5g/p?skuId=751

Click at Click for interactive 3D:
(https://www.motorola.nl/smartphones-moto-g-85-5g/p?skuId=751&binkies-route=fullscreen)

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0 SeaMonkey/2.53.19
Buildnaam: 20240827170848


Actual results:

Interactive 3D picture is not loaded. High processor load. Slow loading of the internetsite.

Scroll down:
No spaces between the pictures.


Expected results:

Loading of the Interactive 3D picture. Normal processor load. Fast loading of the internetsite.

Tested with Firefox."
www.viabovag.nl - Error and no results of car brand selection,1924397,UNCONFIRMED,--,,2024-10-13 20:47:32+00:00,2025-01-08 22:13:52+00:00,"Steps to reproduce:

https://www.viabovag.nl/

Select ""Merk"" (car brand).
Choose a car brand: example Saab.
Click at the blue button ""Toon auto's"".

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0 SeaMonkey/2.53.19
Buildnaam: 20240827170848


Actual results:

Error and no results of car brand selection.

https://www.viabovag.nl/500


Expected results:

Showing all results.

Tested with Firefox."
www.viabovag.nl - Design is broken,1924399,UNCONFIRMED,--,,2024-10-13 20:54:34+00:00,2025-01-08 22:14:02+00:00,"Steps to reproduce:

https://www.viabovag.nl/

Scroll down till you see the head ""Dit zijn onze diensten"" is on the top of the screen.

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0 SeaMonkey/2.53.19
Buildnaam: 20240827170848


Actual results:

Design is broken.


Expected results:

Normal loading of the design.

Tested with Firefox."
www.lenovo.com - Flashing grey blocks and bars. No search results.,1924401,UNCONFIRMED,--,,2024-10-13 21:39:58+00:00,2025-01-08 22:14:13+00:00,"Steps to reproduce:

https://www.lenovo.com/nl/nl/desktops/subseries-results/?visibleDatas=5586%3ATraditionele%20Tower

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0 SeaMonkey/2.53.19
Buildnaam: 20240827170848


Actual results:

Flashing grey blocks and bars. No search results.


Expected results:

Showing all search results.

Tested with Firefox."
SeaMonkey doesn't launch on macOS 15.1 Sequoia,1924612,RESOLVED,--,FIXED,2024-10-15 00:57:36+00:00,2024-12-18 14:40:16+00:00,"On macOS 15.1 Sequoia Beta 6 (24B5070a), clicking on SeaMonkey in the Dock displays a dialog window with the Finder icon, an OK button and the following text:

```
The application “Dock” does not have permission to open “(null)”.
```

Similarly, double-clicking the SeaMonkey app bundle in Finder displays two subsequent dialog windows with the Finder icon, an OK button and the following text:

```
The application “Finder” does not have permission to open “(null)”.
```

This problem was not present with the previous macOS beta, that is macOS 15.1 Sequoia Beta 5 (24B5055e).
I'm pretty sure it started after updating to Beta 6 (24B5070a), without changing the installed SeaMonkey version.

I verified this problem with SeaMonkey 2.53.19 and SeaMonkey nightly 2.53.20b1pre from [nightly/2024/10/2024-10-13-21-00-03-comm-253](https://archive.seamonkey-project.org/nightly/2024/10/2024-10-13-21-00-03-comm-253/index.html).

Every other app on the system launches just fine.
I tried to reinstall SeaMonkey but it didn't solve the issue."
"www.c-and-a.com - Track and trace information is not loaded. Search field and links in the right top corner does not work. Text in the bottom is almost unreadable and the contrast is not correct. No spaces between pictures, texts and links in the bottom.",1924846,UNCONFIRMED,--,,2024-10-15 18:50:23+00:00,2025-01-08 22:14:27+00:00,"Steps to reproduce:

https://www.c-and-a.com/nl/nl/shop/guest/parceltracking?order=2010604528&zip=7543%20DK&country=NL

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0 SeaMonkey/2.53.19
Buildnaam: 20240827170848


Actual results:

Track and trace information is not loaded. Search field and links in the right top corner does not work. Text in the bottom is almost unreadable and the contrast is not correct. No spaces between pictures, texts and links in the black bottom.


Expected results:

Showing track and trace information. Readable text. Spaces between pictures, texts and links in the black bottom.

Tested with Firefox."
www.euronext.com - Slider is overlapped by another object. Feedback button at the right side is missing. Cookie button in the left/bottom corner is missing.,1925022,UNCONFIRMED,--,,2024-10-16 14:15:32+00:00,2025-01-08 22:14:37+00:00,"Steps to reproduce:

https://www.euronext.com/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0 SeaMonkey/2.53.19
Buildnaam: 20240827170848


Actual results:

Slider is overlapped by another object. Feedback button at the right side is missing. Cookie button in the left/bottom corner is missing.


Expected results:

Showing the slider and loading of the feedback and cookie button.

Tested with Firefox."
Align the SeaMonkey switchToTabHavingURI() call syntax with Firefox and toolkit,1925037,RESOLVED,--,FIXED,2024-10-16 14:48:51+00:00,2025-01-26 22:24:57+00:00,"We use a callback in switchToTabHavingURI() but tookit passes optional parameters for the function and the actual load in this location. You occasionally see a 

 Timestamp: 16.10.2024, 15:47:53
 Error: TypeError: aCallback is not a function
 Source File: chrome://communicator/content/utilityOverlay.js
 Line: 1793

error because of this in the log. This is usually not fatal because the call is at the end of the fuction call but should not happen.

To test just open the addon manager select the wheel and click Debug Add-ons."
SeaMonkey freezes when Windows defender anti virus is scanning the mailbox files and does not stop scanning the files,1925322,UNCONFIRMED,--,,2024-10-17 17:02:19+00:00,2025-02-02 13:09:17+00:00,"Steps to reproduce:

Normal use of SeaMonkey.

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0 SeaMonkey/2.53.19
Buildnaam: 20240827170848


Actual results:

SeaMonkey freezes when Windows defender anti virus is scanning the mailbox files and does not stop scanning the files. Sometimes it starts and then SeaMonkey freezes. It is needed to turn of Windows security realtime security for several times. After this it stops and SeaMonkey works again.

I have more than 30000 (about 35000) e-mails in 4 e-mailboxes. If I turn on the automatically checking for e-mail, SeaMonkey will freeze. This is with POP3 and IMAP. If I turn this off with IMAP, then sometimes Windows Defender starts freezing SeaMonkey. I used POP3 for more than 30 years with Netscape/SeaMonkey and I had never problems. Since 2 weeks there are problems and somtimes SeaMonkey creates multiples incoming e-mails of the same e-mails. KPN webmail receives only 1 e-mail. I called the KPN helpdesk and there are no problems with the KPN servers.

I have uninstalled SeaMonkey, deleted all SeaMonkey directories / maps and reinstalled SeaMonkey.

Now I use IMAP for 2 weeks, because POP3 will not work anymore with Windows Defender anti virus. IMAP does not has the problem with creating multiple e-mails.

This is since 2 weeks ago.


Expected results:

No freezing of SeaMonkey by Windows Defender anti virus."
www.polaroid.com - Design is broken. Menu does not work. Overlapping texts. Many pictures are missing. All animations are missing.,1925847,UNCONFIRMED,--,,2024-10-20 13:43:01+00:00,2025-01-08 22:15:01+00:00,"Steps to reproduce:

https://www.polaroid.com/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0 SeaMonkey/2.53.19
Buildnaam: 20240827170848


Actual results:

Design is broken. Menu does not work. Overlapping texts. Many pictures are missing. All animations are missing.


Expected results:

Normal and complete loading of the internetsite.

The internetsite is also not working at Firefox.

Tested with Edge."
"www.politie.nl - aangifte-of-melding-doen - Search field, Feedback button and chatbox are missing. Texts are overlapping by blocks.",1925863,UNCONFIRMED,--,,2024-10-20 18:42:28+00:00,2025-01-08 22:15:12+00:00,"Steps to reproduce:

https://www.politie.nl/aangifte-of-melding-doen

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0 SeaMonkey/2.53.19
Buildnaam: 20240827170848


Actual results:

Search field, Feedback button and chatbox are missing. Texts are overlapping by blocks.


Expected results:

Displaying all items.

Tested with Firefox."
www.gknaerospace.com - Design is broken,1926092,UNCONFIRMED,--,,2024-10-21 19:07:52+00:00,2025-01-08 22:15:24+00:00,"Steps to reproduce:

https://www.gknaerospace.com/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0 SeaMonkey/2.53.19
Buildnaam: 20240827170848


Actual results:

Design is broken.


Expected results:

Normal and complete loading of the internetsite.

Tested with Firefox."
www.degadgetwinkel.nl - Menu does not work. Top bar stays partial on screen. No spaces between many pictures.,1926094,RESOLVED,--,INVALID,2024-10-21 19:19:23+00:00,2024-10-21 19:26:03+00:00,"Steps to reproduce:

https://www.degadgetwinkel.nl/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0 SeaMonkey/2.53.19
Buildnaam: 20240827170848


Actual results:

Menu does not work. Top bar stays partial on screen. Many spaces between many pictures.


Expected results:

A working menu and top bar. No spaces between many pictures.

Tested with Firefox."
www.degadgetwinkel.nl - Menu does not work. Top bar stays partial on screen. No spaces between many pictures. Counter does not work.,1926099,UNCONFIRMED,--,,2024-10-21 19:26:08+00:00,2025-01-08 22:15:35+00:00,"Steps to reproduce:

https://www.degadgetwinkel.nl/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0 SeaMonkey/2.53.19
Buildnaam: 20240827170848


Actual results:

Menu does not work. Top bar stays partial on screen. No spaces between many pictures.


Expected results:

A working menu and top bar. Spaces between many pictures.

Tested with Firefox."
www.bol.com - Menu does not work. Black screen when the mouse in on a menu head. Black screen when you click in the search field. Many picture formats are not correct. No spaces between many pictures.,1926104,UNCONFIRMED,--,,2024-10-21 19:41:02+00:00,2025-01-08 22:15:53+00:00,"Steps to reproduce:

https://www.bol.com/
https://www.bol.com/nl/nl/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0 SeaMonkey/2.53.19
Buildnaam: 20240827170848


Actual results:

Menu does not work. Black screen when the mouse in on a menu head. Black screen when you click in the search field. Many picture formats are not correct. No spaces between many pictures.


Expected results:

Normal loading of the internetsite.

Tested with Firefox."
"www.numsy.nl - Menu does not work. ""Toon meer"" button does not work. Design in the bottom is broken.",1926627,UNCONFIRMED,--,,2024-10-23 15:49:09+00:00,2025-01-08 22:16:04+00:00,"Steps to reproduce:

https://www.numsy.nl/

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Top:
Menu does not work

Mid:
""Toon meer"" button does not work.

Bottom:
Design in the bottom is broken.


Expected results:

Normal loading of the internetsite.

Tested with Firefox."
shop.numsy.nl - Many free white space. Many flashing blocks. Many pictures are not loaded. Design is broken.,1926631,UNCONFIRMED,--,,2024-10-23 15:57:26+00:00,2025-01-08 22:16:17+00:00,"Steps to reproduce:

https://shop.numsy.nl/
https://shop.numsy.nl/products/numsy-move

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Many free white space. Many flashing blocks. Many pictures are not loaded. Design is broken.


Expected results:

Normal and complete loading of the internetsite.

Tested with Firefox."
foss.heptapod.net/seamonkey - Script error,1926714,UNCONFIRMED,--,,2024-10-23 22:16:56+00:00,2025-01-08 22:16:29+00:00,"Steps to reproduce:

https://foss.heptapod.net/seamonkey/website/-/graphs/branch%2Fdefault?ref_type=heads

SeaMonkey 2.53.19
Useragent: Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:91.0) Gecko/20100101 Firefox/91.0
Buildnaam: 20240827170848


Actual results:

Script error.


Expected results:

No script error. Complete loading of the internetsite.

Tested with Firefox."
Clean up suite confvars.sh,1927299,RESOLVED,--,FIXED,2024-10-26 22:55:44+00:00,2024-10-26 23:58:04+00:00,"We need to port a few bugs to suite:
Bug 1898060 - Move MOZ_APP_ID from old-configure to moz.configure.
Bug 1898177 - Move MOZ_APP_VENDOR from confvars.sh to moz.configure.
Bug 1900200 - Move MOZ_DEVTOOLS from confvars.sh to moz.configure
Bug 1903050 - Move NSS_EXTRA_SYMBOLS_FILE from old-configure to moz.configure"
Support comm-central rust components in SeaMonkey,1927301,RESOLVED,--,FIXED,2024-10-26 23:12:26+00:00,2024-10-26 23:58:06+00:00,TB added rust components to comm-central. We don't plan to every add native rust parts to SeaMonkey only code but need to include the foreign ones as we do for mozilla code.
Port bug 1908725: Provide a never-reused PID alternative for all Gecko processes to SeaMonkey,1927305,RESOLVED,--,FIXED,2024-10-26 23:25:58+00:00,2024-11-16 13:34:06+00:00,"We need to port bug 1908725 ""Provide a never-reused PID alternative for all Gecko processes""."
Email client completely empty when inspector tool panel is open,1927342,UNCONFIRMED,--,,2024-10-27 16:18:34+00:00,2024-10-27 16:29:40+00:00,"Steps to reproduce:

Opened the bottom inspector tool panel (CTRL-SHIFT-I)
Open email client.
it appears completely empty and it is necessary to restart SM.

Close inspector tool .
Open email client.
it email client appears normally.


Actual results:

it appears completely empty and it is necessary to restart SM.



Expected results:

email client appears normally."
Remove RemoteSandboxBroker in SeaMonkey,1927357,RESOLVED,--,FIXED,2024-10-27 22:04:38+00:00,2024-10-27 22:39:51+00:00,"We need to port Bug 1920463 ""Remove RemoteSandboxBroker and AbstractSandboxBroker""."
Remove aFollowSymlinks from NS_NewLocalFile calls in SeaMonkey,1927359,RESOLVED,--,FIXED,2024-10-27 22:10:18+00:00,2024-10-27 22:39:53+00:00,"We need to port Bug 1925866 ""NS_NewLocalFile's aFollowSymlinks arg is unused""."
Remove minidump-analyzer from package code in SeaMonkey,1927361,RESOLVED,--,FIXED,2024-10-27 22:15:31+00:00,2024-10-27 22:39:56+00:00,"We need to port Bug 1917685 ""Merge minidump-analyzer into crashreporter""."
